action_id,action_label,source,frame_id,time_sec,pose_ok,feature_ok,mean_keypoint_conf,low_keypoint_count,hip_center_x,hip_center_y,shoulder_width,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle
A003,walk_turn_walk,walk_turn_walk.mp4,30,1.2,1,1,0.9385,1,473.9258,246.1205,55.2784,-0.289109,-2.327443,-0.165237,-2.439915,-0.325751,-2.439186,0.197601,-2.411791,-0.231274,-2.406279,0.612325,-1.702341,-0.387562,-1.687303,0.804147,-0.751726,-0.5796,-0.818479,0.528592,-0.016072,-0.748154,-0.146891,0.325981,0.016054,-0.325981,-0.016054,0.349251,1.205677,-0.375804,1.169262,0.327643,2.314111,-0.197614,2.230792,148.057105,178.374901,177.762528,168.064088
A003,walk_turn_walk,walk_turn_walk.mp4,31,1.24,1,1,0.9341,1,473.3203,245.81,52.987,-0.339021,-2.412436,-0.21719,-2.526076,-0.369657,-2.526008,0.154093,-2.495177,-0.256467,-2.490346,0.590153,-1.76428,-0.409763,-1.751271,0.817306,-0.773451,-0.586108,-0.846483,0.525077,-0.00538,-0.771414,-0.135607,0.326185,0.016755,-0.326185,-0.016756,0.362763,1.268379,-0.376865,1.22256,0.372618,2.432366,-0.172629,2.326825,146.257345,176.41854,178.811226,167.179679
A003,walk_turn_walk,walk_turn_walk.mp4,32,1.28,1,1,0.9298,1,472.0212,246.65,52.365,-0.373247,-2.448161,-0.256114,-2.565503,-0.399656,-2.56035,0.130481,-2.544118,-0.26609,-2.528509,0.591767,-1.799227,-0.407979,-1.776708,0.811277,-0.789175,-0.576337,-0.854481,0.508222,-0.020607,-0.754541,-0.139837,0.328862,0.014458,-0.328863,-0.014458,0.390231,1.290274,-0.370489,1.256696,0.431308,2.445223,-0.153741,2.361048,146.21895,176.344034,179.282903,167.020282
A003,walk_turn_walk,walk_turn_walk.mp4,33,1.32,1,1,0.9231,1,470.7767,247.499,51.306,-0.402514,-2.492364,-0.287778,-2.612017,-0.423165,-2.606483,0.114938,-2.596918,-0.269331,-2.581402,0.587815,-1.834141,-0.412024,-1.816174,0.772431,-0.797953,-0.5766,-0.866552,0.487565,-0.034509,-0.744627,-0.117117,0.332323,0.013376,-0.332322,-0.013376,0.426706,1.340945,-0.363753,1.315535,0.495667,2.497582,-0.128541,2.432606,149.435496,177.195089,179.345383,166.754529
A003,walk_turn_walk,walk_turn_walk.mp4,34,1.36,1,1,0.9168,1,469.1913,247.5311,47.8829,-0.428175,-2.667059,-0.307088,-2.794079,-0.447475,-2.787417,0.120287,-2.778709,-0.278395,-2.760414,0.595409,-1.984002,-0.404223,-1.956871,0.817622,-0.902474,-0.548313,-0.955261,0.5003,-0.078743,-0.749546,-0.167849,0.33247,0.012472,-0.33247,-0.012472,0.430957,1.444376,-0.346281,1.418394,0.579929,2.735102,-0.052143,2.653505,147.32158,173.850564,177.350776,166.051647
A003,walk_turn_walk,walk_turn_walk.mp4,35,1.4,1,1,0.9107,1,467.5583,248.2379,45.1028,-0.455566,-2.848552,-0.334349,-2.983956,-0.46874,-2.97559,0.119537,-2.971436,-0.26802,-2.948861,0.616171,-2.126767,-0.383587,-2.104766,0.851866,-0.988178,-0.522262,-1.047884,0.511173,-0.154479,-0.742227,-0.206121,0.334047,0.014293,-0.334047,-0.014293,0.447948,1.578317,-0.342533,1.54744,0.661402,3.039901,-0.011842,2.957322,146.077135,172.830319,175.856314,166.488431
A003,walk_turn_walk,walk_turn_walk.mp4,36,1.44,1,1,0.899,1,466.6326,247.9018,42.5237,-0.483523,-3.021805,-0.366843,-3.167003,-0.494258,-3.15294,0.1057,-3.16494,-0.266024,-3.12742,0.629665,-2.273652,-0.369618,-2.235785,0.860324,-1.056854,-0.509053,-1.089661,0.530655,-0.144443,-0.747547,-0.177173,0.332532,0.010723,-0.332531,-0.010723,0.431332,1.660408,-0.340551,1.650714,0.664262,3.214852,0.012867,3.160741,149.400645,172.288865,174.905262,166.550605
A003,walk_turn_walk,walk_turn_walk.mp4,37,1.48,1,1,0.8936,1,463.8692,247.7151,39.3519,-0.477325,-3.296522,-0.34361,-3.437555,-0.497451,-3.425318,0.137675,-3.418331,-0.267846,-3.385064,0.650765,-2.512097,-0.348536,-2.47471,1.040378,-1.173305,-0.419394,-1.199003,0.608823,-0.121686,-0.66516,-0.176116,0.332384,0.014002,-0.332384,-0.014002,0.468133,1.839389,-0.287608,1.787658,0.739277,3.488556,0.057825,3.342432,141.462151,169.668956,174.916465,168.897393
A003,walk_turn_walk,walk_turn_walk.mp4,38,1.52,1,1,0.8874,1,462.9042,246.0827,37.1592,-0.516553,-3.441621,-0.382524,-3.594876,-0.542068,-3.577753,0.124037,-3.59676,-0.293914,-3.547992,0.670363,-2.661032,-0.327893,-2.602003,1.087279,-1.247268,-0.362188,-1.222415,0.619739,-0.132799,-0.650125,-0.113149,0.332862,0.01349,-0.332862,-0.01349,0.434433,1.978242,-0.308017,1.929924,0.769498,3.749496,0.078542,3.614015,140.810424,166.872602,172.247362,167.804937
A003,walk_turn_walk,walk_turn_walk.mp4,39,1.56,1,1,0.8743,1,463.8944,245.3287,37.6143,-0.553084,-3.356254,-0.424537,-3.518405,-0.559086,-3.498733,0.122494,-3.525061,-0.279478,-3.474298,0.67283,-2.562088,-0.324875,-2.494377,0.961819,-1.203343,-0.44618,-1.169077,0.474411,-0.147996,-0.728552,-0.090267,0.32821,0.009516,-0.32821,-0.009515,0.394573,1.856038,-0.290659,1.841345,0.678586,3.656074,0.088979,3.562211,143.203106,170.561973,173.091921,168.721581
